,kode,Link Paket,Link Peserta,Nama Paket,Detail Paket,Tender,SPSE,Nilai Kontrak,K/L/PD,Link Tahapan,HPS
458,1892469,https://lpse.basarnas.go.id/eproc4/lelang/1892469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1892469/peserta,Perpanjangan Lisensi Oracle dalam rangka Pembayaran Lisensi Aplikasi,Jasa Lainnya - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,"  Rp. 599.500.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1892469/jadwal,600 Jt
459,1890469,https://lpse.basarnas.go.id/eproc4/lelang/1890469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1890469/peserta,Pekerjaan Periodic Inspection (PI) 50 Jam dan Periodic Inspection (PI) 4 (Empat) Tahun Kalender Pesawat Helikopter No. Reg. HR-1522 Untuk Pemeliharaan BO-105 Kantor Pusat Basarnas,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 4.3,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1890469/jadwal,"10,2 M"
460,1888469,https://lpse.basarnas.go.id/eproc4/lelang/1888469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1888469/peserta,Pekerjaan Troubleshooting dan Periodical Inspection 100 Jam Helikopter BO-105 No. Reg. HR-1521,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1888469/jadwal,"4,8 M"
461,1887469,https://lpse.basarnas.go.id/eproc4/lelang/1887469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1887469/peserta,Perbaikan Komponen Pesawat Helikopter BO-105 dan AW139,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1887469/jadwal,"4,3 M"
462,1886469,https://lpse.basarnas.go.id/eproc4/lelang/1886469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1886469/peserta,Pengadaan Alat Penyaji Informasi dan Publikasi Elektronik Kantor Pencarian dan Pertolongan Jakarta T.A. 2019,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,"  Rp. 593.450.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1886469/jadwal,"597,3 Jt"
463,1878469,https://lpse.basarnas.go.id/eproc4/lelang/1878469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1878469/peserta,Pengadaan Peralatan SAR,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,"  Rp. 3.483.475.164,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1878469/jadwal,"3,5 M"
464,1853469,https://lpse.basarnas.go.id/eproc4/lelang/1853469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1853469/peserta,Pengadaan Truck Personil,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,"  Rp. 5.983.450.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1853469/jadwal,6 M
465,1850469,https://lpse.basarnas.go.id/eproc4/lelang/1850469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1850469/peserta,Communication Supporting Equipment,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,"  Rp. 4.930.365.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1850469/jadwal,5 M
466,1844469,https://lpse.basarnas.go.id/eproc4/lelang/1844469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1844469/peserta,Pekerjaan Basic Periodic Inspection (PI) 300 Jam dan 2 Tahun Inspeksi Pesawat Helikopter AS 365 N3+ No. Reg. HR-3603 dan HR-3604,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1844469/jadwal,"8,5 M"
467,1843469,https://lpse.basarnas.go.id/eproc4/lelang/1843469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1843469/peserta,Pekerjaan Periodic Inspection (PI) 50 Jam dan Periodic Inspection (PI) 4 (Empat) Tahun Kalender Pesawat Helikopter No. Reg. HR-1522 Untuk Pemeliharaan BO-105 Kantor Pusat Basarnas,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 4.3,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1843469/jadwal,"10,2 M"
468,1840469,https://lpse.basarnas.go.id/eproc4/lelang/1840469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1840469/peserta,Pekerjaan Perbaikan Accessories Helikopter BO-105 Badan Nasional Pencarian dan Pertolongan,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1840469/jadwal,"3,9 M"
469,1825469,https://lpse.basarnas.go.id/eproc4/lelang/1825469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1825469/peserta,Pengadaan Rescue Car (Type II),Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,"  Rp. 5.389.725.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1825469/jadwal,"5,4 M"
470,1824469,https://lpse.basarnas.go.id/eproc4/lelang/1824469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1824469/peserta,"Pengadaan Sarana SAR Rigid Inflatable Boat 10,7 Meter Alumunium",Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,"Tender Dibatalkan, Tender Ulang",spse 4.3,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1824469/jadwal,"27,5 M"
471,1810469,https://lpse.basarnas.go.id/eproc4/lelang/1810469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1810469/peserta,-     Pembangunan lanjutan perluasan gedung kantor Pencarian dan Pertolongan,Pekerjaan Konstruksi - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,"  Rp. 820.175.148,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1810469/jadwal,"893,1 Jt"
472,1808469,https://lpse.basarnas.go.id/eproc4/lelang/1808469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1808469/peserta,Pengadaan Alat Sistem Keamanan Lingkungan dan Bangunan Kantor Pencarian dan Pertolongan Jakarta,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,"  Rp. 329.824.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1808469/jadwal,"349,6 Jt"
473,1806469,https://lpse.basarnas.go.id/eproc4/lelang/1806469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1806469/peserta,Pekerjaan Pematangan Lahan Pos Pencarian dan Pertolongan Bungo,Pekerjaan Konstruksi - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1806469/jadwal,"482,2 Jt"
474,1803469,https://lpse.basarnas.go.id/eproc4/lelang/1803469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1803469/peserta,Perencanaan Pekerjaan Pembangunan Gedung Kantor Pencarian dan Pertolongan Banten Tahun Anggaran 2019,Jasa Konsultansi Badan Usaha - TA 2019 - Seleksi - Prakualifikasi Dua File Kualitas dan Biaya,nan,spse 4.3,"  Rp. 155.421.750,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1803469/jadwal,"160,8 Jt"
475,1802469,https://lpse.basarnas.go.id/eproc4/lelang/1802469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1802469/peserta,Pengembangan Marine Satellite Communication System,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,"  Rp. 14.762.000.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1802469/jadwal,15 M
476,1798469,https://lpse.basarnas.go.id/eproc4/lelang/1798469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1798469/peserta,Pengembangan Sistem Informasi Eksekutif,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,"  Rp. 3.998.830.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1798469/jadwal,"4,1 M"
477,1782469,https://lpse.basarnas.go.id/eproc4/lelang/1782469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1782469/peserta,Pengadaan Mesin Cetak Perkantoran dan Komunikasi Kantor Pencarian dan Pertolongan Jakarta T.A. 2019,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,"  Rp. 297.330.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1782469/jadwal,"299,5 Jt"
478,1776469,https://lpse.basarnas.go.id/eproc4/lelang/1776469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1776469/peserta,Pengembangan Crisis Management Center,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,"  Rp. 14.751.000.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1776469/jadwal,15 M
479,1775469,https://lpse.basarnas.go.id/eproc4/lelang/1775469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1775469/peserta,Pengembangan Visualisasi Kolaborasi Streaming,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,"  Rp. 9.769.375.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1775469/jadwal,10 M
480,1774469,https://lpse.basarnas.go.id/eproc4/lelang/1774469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1774469/peserta,"Pengadaan Sarana SAR Rigid Inflatable Boat 10,7 Meter Alumunium",Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 4.3,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1774469/jadwal,"27,5 M"
481,1773469,https://lpse.basarnas.go.id/eproc4/lelang/1773469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1773469/peserta,Peningkatan Backbone Infrastruktur TI,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,"  Rp. 9.625.110.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1773469/jadwal,10 M
482,1771469,https://lpse.basarnas.go.id/eproc4/lelang/1771469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1771469/peserta,PEKERJAAN PENGADAAN ROV,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,"  Rp. 24.234.036.200,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1771469/jadwal,"24,9 M"
483,1770469,https://lpse.basarnas.go.id/eproc4/lelang/1770469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1770469/peserta,"Pengadaan Rubber Boat 4,25 Meter",Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,"  Rp. 2.178.528.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1770469/jadwal,"2,2 M"
484,1769469,https://lpse.basarnas.go.id/eproc4/lelang/1769469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1769469/peserta,Optimalisasi Jaringan Basarnas,Pengadaan Barang - TA 2019 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.3,"  Rp. 9.880.420.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1769469/jadwal,10 M
485,1764469,https://lpse.basarnas.go.id/eproc4/lelang/1764469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1764469/peserta,-     Pengadaan Genset,Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,"  Rp. 286.600.050,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1764469/jadwal,"299,9 Jt"
486,1763469,https://lpse.basarnas.go.id/eproc4/lelang/1763469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1763469/peserta,Pengadaan Peralatan SAR,Pengadaan Barang - TA 2018 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1763469/jadwal,"999,8 Jt"
487,1755469,https://lpse.basarnas.go.id/eproc4/lelang/1755469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1755469/peserta,Perawatan Rescue Boat SAR SETYAKI-202,Jasa Lainnya - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,"  Rp. 672.648.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1755469/jadwal,"699,8 Jt"
488,1754469,https://lpse.basarnas.go.id/eproc4/lelang/1754469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1754469/peserta,-     PENGADAAN PERALATAN SAR DARAT,Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,"  Rp. 272.327.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1754469/jadwal,"274,4 Jt"
489,1753469,https://lpse.basarnas.go.id/eproc4/lelang/1753469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1753469/peserta,-     Pengadaan Perlengkapan Gudang,Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1753469/jadwal,"1,1 M"
490,1752469,https://lpse.basarnas.go.id/eproc4/lelang/1752469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1752469/peserta,Pengadaan Peralatan Multimedia,Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1752469/jadwal,"598,8 Jt"
491,1751469,https://lpse.basarnas.go.id/eproc4/lelang/1751469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1751469/peserta,Pengadaan Peralatan SAR Kantor SAR,Pengadaan Barang - TA 2018 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,"  Rp. 499.510.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1751469/jadwal,"499,9 Jt"
492,1750469,https://lpse.basarnas.go.id/eproc4/lelang/1750469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1750469/peserta,Pengadaan Peralatan SAR Kantor SAR Surabaya,Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,"  Rp. 479.957.500,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1750469/jadwal,"499,9 Jt"
493,1749469,https://lpse.basarnas.go.id/eproc4/lelang/1749469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1749469/peserta,Pengadaan meubelair,Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1749469/jadwal,"999,6 Jt"
494,1748469,https://lpse.basarnas.go.id/eproc4/lelang/1748469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1748469/peserta,Pengadaan 2 unit Helikopter Medium Intermediate (Multiyears 2018-2019),Pengadaan Barang - TA 2018 - Lelang Umum - Prakualifikasi Dua File Sistem Nilai,Tender Ulang,spse 4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1748469/jadwal,"529,1 M"
495,1747469,https://lpse.basarnas.go.id/eproc4/lelang/1747469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1747469/peserta,Pekerjaan Docking Rescue Boat 214 Kantor Pencarian dan Pertolongan Pontianak,Pekerjaan Konstruksi - TA 2018 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,"Tender Dibatalkan, Tender Ulang",spse 4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1747469/jadwal,500 Jt
496,1746469,https://lpse.basarnas.go.id/eproc4/lelang/1746469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1746469/peserta,Pengadaan Integrated Security System,Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1746469/jadwal,3 M
497,1742469,https://lpse.basarnas.go.id/eproc4/lelang/1742469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1742469/peserta,Pengadaan Sistem Penangkal Petir,Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1742469/jadwal,"994,4 Jt"
498,1740469,https://lpse.basarnas.go.id/eproc4/lelang/1740469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1740469/peserta,Pengadaan Peralatan Urban SAR BSG,Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1740469/jadwal,"999,5 Jt"
499,1739469,https://lpse.basarnas.go.id/eproc4/lelang/1739469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1739469/peserta,-     Pengadaan Peralatan SAR  Darat,Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,"  Rp. 470.101.500,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1739469/jadwal,"499,8 Jt"
500,1738469,https://lpse.basarnas.go.id/eproc4/lelang/1738469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1738469/peserta,-     Pengadaan Peralatan SAR laut,Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,"  Rp. 470.204.900,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1738469/jadwal,"499,3 Jt"
501,1737469,https://lpse.basarnas.go.id/eproc4/lelang/1737469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1737469/peserta,Pengadaan meubelair,Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1737469/jadwal,"999,6 Jt"
502,1736469,https://lpse.basarnas.go.id/eproc4/lelang/1736469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1736469/peserta,Pembangunan Jalan Lingkungan Kantor Pencarian dan Pertolongan Manokwari,Pekerjaan Konstruksi - TA 2018 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,"  Rp. 443.342.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1736469/jadwal,"540,1 Jt"
503,1735469,https://lpse.basarnas.go.id/eproc4/lelang/1735469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1735469/peserta,Pengadaan Training Ground and Disaster Simulation for BSG,Pekerjaan Konstruksi - TA 2018 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1735469/jadwal,"1,9 M"
504,1732469,https://lpse.basarnas.go.id/eproc4/lelang/1732469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1732469/peserta,Pengadaan 2 unit Helikopter Medium Intermediate (Multiyears 2018-2019),Pengadaan Barang - TA 2018 - Lelang Umum - Prakualifikasi Dua File Sistem Nilai,Tender Dibatalkan,spse 4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1732469/jadwal,"529,1 M"
505,1731469,https://lpse.basarnas.go.id/eproc4/lelang/1731469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1731469/peserta,Pengadaan Meubelair Kantor SAR Jakarta T.A. 2018,Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,"  Rp. 492.886.680,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1731469/jadwal,"499,6 Jt"
506,1730469,https://lpse.basarnas.go.id/eproc4/lelang/1730469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1730469/peserta,"Client Aplication License Kantor Pusat, Sun switch storage license",Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1730469/jadwal,"1,4 M"
507,1729469,https://lpse.basarnas.go.id/eproc4/lelang/1729469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1729469/peserta,Konsultan Pengawasan Pembangunan Dermaga Tahap I.,Jasa Konsultansi Badan Usaha - TA 2018 - Seleksi Sederhana - Pascakualifikasi Satu File Pagu Anggaran,nan,spse 4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1729469/jadwal,93 Jt
508,1728469,https://lpse.basarnas.go.id/eproc4/lelang/1728469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1728469/peserta,Pembangunan Dermaga Tahap I.,Pekerjaan Konstruksi - TA 2018 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1728469/jadwal,"2,1 M"
509,1727469,https://lpse.basarnas.go.id/eproc4/lelang/1727469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1727469/peserta,-     Pekerjaan Talud dan Jalan Lingkungan Pos SAR Luwuk Banggai,Pekerjaan Konstruksi - TA 2018 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,"  Rp. 641.987.704,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1727469/jadwal,645 Jt
510,1726469,https://lpse.basarnas.go.id/eproc4/lelang/1726469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1726469/peserta,-     Pekerjaan Penataan Halaman dan Drainase Pos SAR Luwuk Banggai,Pekerjaan Konstruksi - TA 2018 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,"  Rp. 398.100.778,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1726469/jadwal,"401,8 Jt"
511,1725469,https://lpse.basarnas.go.id/eproc4/lelang/1725469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1725469/peserta,Pekerjaan Docking Rescue Boat 214 Kantor Pencarian dan Pertolongan Pontianak,Pekerjaan Konstruksi - TA 2018 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1725469/jadwal,500 Jt
512,1724469,https://lpse.basarnas.go.id/eproc4/lelang/1724469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1724469/peserta,-     Penataan halaman Kantor SAR,Pekerjaan Konstruksi - TA 2018 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,"  Rp. 379.000.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1724469/jadwal,400 Jt
513,1723469,https://lpse.basarnas.go.id/eproc4/lelang/1723469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1723469/peserta,-     Pengadaan peralatan SAR,Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,"  Rp. 441.656.600,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1723469/jadwal,"498,5 Jt"
514,1722469,https://lpse.basarnas.go.id/eproc4/lelang/1722469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1722469/peserta,-     Pengadaan Peralatan SAR Kantor SAR dan Pos SAR,Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 4,"  Rp. 497.640.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1722469/jadwal,"499,9 Jt"
515,1721469,https://lpse.basarnas.go.id/eproc4/lelang/1721469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1721469/peserta,Pembangunan Shelter Kendaraan Kantor,Pekerjaan Konstruksi - TA 2018 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,"  Rp. 1.500.000.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1721469/jadwal,"1,5 M"
516,1720469,https://lpse.basarnas.go.id/eproc4/lelang/1720469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/1720469/peserta,Pengadaan Peralatan SAR,Pengadaan Barang - TA 2018 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4,"  Rp. 735.546.900,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/1720469/jadwal,"786,5 Jt"
